series id,year,period,value,data_type,description,percentile,race
LEU0252911400,2018,Q01,1399.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2017,Q04,1372.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2017,Q03,1357.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2017,Q02,1360.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2017,Q01,1367.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2016,Q04,1351.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2016,Q03,1338.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2016,Q02,1313.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2016,Q01,1328.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2015,Q04,1330.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2015,Q03,1279.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2015,Q02,1270.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2015,Q01,1278.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2014,Q04,1260.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2014,Q03,1241.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2014,Q02,1244.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2014,Q01,1254.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2013,Q04,1250.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2013,Q03,1221.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2013,Q02,1235.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2013,Q01,1245.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2012,Q04,1227.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2012,Q03,1198.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2012,Q02,1203.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2012,Q01,1208.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2011,Q04,1194.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2011,Q03,1175.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2011,Q02,1160.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2011,Q01,1171.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2010,Q04,1161.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2010,Q03,1155.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2010,Q02,1150.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2010,Q01,1161.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2009,Q04,1146.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2009,Q03,1147.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2009,Q02,1140.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2009,Q01,1151.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2008,Q04,1129.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2008,Q03,1131.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2008,Q02,1122.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2008,Q01,1112.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2007,Q04,1076.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2007,Q03,1082.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2007,Q02,1067.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2007,Q01,1055.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2006,Q04,1041.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2006,Q03,1023.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2006,Q02,1017.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2006,Q01,1030.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2005,Q04,1012.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2005,Q03,994.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2005,Q02,981.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2005,Q01,999.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2004,Q04,978.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2004,Q03,970.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2004,Q02,969.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2004,Q01,973.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2003,Q04,956.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2003,Q03,950.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2003,Q02,940.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2003,Q01,945.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2002,Q04,928.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2002,Q03,919.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2002,Q02,920.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2002,Q01,923.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2001,Q04,905.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2001,Q03,898.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2001,Q02,889.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2001,Q01,888.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2000,Q04,874.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2000,Q03,852.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2000,Q02,850.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252911400,2000,Q01,852.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers",75,All
LEU0252912600,2018,Q04,1474.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2018,Q03,1438.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2018,Q02,1424.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2018,Q01,1439.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2017,Q04,1413.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2017,Q03,1396.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2017,Q02,1387.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2017,Q01,1403.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2016,Q04,1390.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2016,Q03,1361.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2016,Q02,1343.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2016,Q01,1355.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2015,Q04,1358.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2015,Q03,1324.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2015,Q02,1313.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2015,Q01,1321.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2014,Q04,1292.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2014,Q03,1267.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2014,Q02,1267.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2014,Q01,1285.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2013,Q04,1287.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2013,Q03,1244.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2013,Q02,1253.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2013,Q01,1269.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2012,Q04,1255.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2012,Q03,1228.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2012,Q02,1236.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2012,Q01,1237.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2011,Q04,1225.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2011,Q03,1206.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2011,Q02,1184.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2011,Q01,1204.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2010,Q04,1193.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2010,Q03,1172.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2010,Q02,1169.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2010,Q01,1188.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2009,Q04,1166.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2009,Q03,1166.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2009,Q02,1161.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2009,Q01,1175.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2008,Q04,1152.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2008,Q03,1154.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2008,Q02,1145.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2008,Q01,1138.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2007,Q04,1107.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2007,Q03,1115.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2007,Q02,1099.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2007,Q01,1087.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2006,Q04,1069.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2006,Q03,1048.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2006,Q02,1042.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2006,Q01,1056.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2005,Q04,1037.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2005,Q03,1016.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2005,Q02,1009.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2005,Q01,1028.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2004,Q04,1005.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2004,Q03,990.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2004,Q02,991.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2004,Q01,999.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2003,Q04,982.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2003,Q03,975.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2003,Q02,964.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2003,Q01,967.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2002,Q04,956.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2002,Q03,944.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2002,Q02,948.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2002,Q01,945.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2001,Q04,927.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2001,Q03,922.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2001,Q02,916.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2001,Q01,916.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2000,Q04,896.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2000,Q03,875.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2000,Q02,875.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252912600,2000,Q01,873.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, White",75,White
LEU0252915000,2018,Q04,1011.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2018,Q03,1020.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2018,Q02,982.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2018,Q01,1016.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2017,Q04,978.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2017,Q03,981.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2017,Q02,988.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2017,Q01,991.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2016,Q04,981.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2016,Q03,950.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2016,Q02,940.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2016,Q01,946.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2015,Q04,960.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2015,Q03,912.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2015,Q02,918.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2015,Q01,895.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2014,Q04,888.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2014,Q03,890.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2014,Q02,876.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2014,Q01,899.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2013,Q04,868.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2013,Q03,869.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2013,Q02,876.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2013,Q01,885.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
LEU0252915000,2012,Q04,870.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (third quartile), Employed full time, Wage and salary workers, Hispanic / Latino",75,Hispanic / Latino
